popularity,id,name,album,duration_ms,album_release_date,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artista_id,artista_generos,artista_followers,artista_name,time_signature
48,3pW4wuAC98o9Sun0gQ0zxJ,No Se,Antezana 247 (Deluxe Edition),199944,2018-11-11,False,0.666,0.843,11,-3.817,0,0.0801,0.436,0.0,0.128,0.538,144.095,2qWK8K2Jfh67UqtwY8tCW6,"argentine hip hop,trap argentino",406120,Ysy A,4
68,69ZaPBHhRMRDjRpW1ivnOU,Como Antes,X 100PRE,230577,2018-12-23,False,0.767,0.379,0,-10.348,1,0.0385,0.668,0.000145,0.217,0.252,103.956,4q3ewBCX7sLwd24euuV69X,"latin,reggaeton,trap latino",22467426,Bad Bunny,4
74,0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,Blood // Water,216720,2018-05-04,False,0.51,0.882,8,-5.659,0,0.159,0.00158,0.00206,0.0764,0.653,154.029,4ZgQDCtRqZlhLswVS6MHN4,"modern alternative rock,modern rock,rock",520323,grandson,4
74,7sTtHHrD0zDpmzQzH3zegz,Consequences,Camila,178466,2018-01-12,False,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,4nDoRrQiYLoBzwC5BhVJzF,"dance pop,pop,post-teen pop",16870412,Camila Cabello,5
77,0WKmVAD4VWk5EdTyCFILi4,Needs,Needs,177479,2018-02-14,False,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981,59KX7XUUgAOOo5IyDjca0T,lo-fi beats,133301,Verzache,4
61,58smOywZbVu8AjWutppiQA,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Tú Y Yo (feat. Nicky Jam & Justin Quiles),200093,2018-07-27,False,0.805,0.786,1,-4.418,1,0.0364,0.199,0.0,0.197,0.751,94.983,4GAS1OgXh8D5pEA6s6eBNW,"pop reggaeton,reggaeton,reggaeton flow",144122,Valentino,4
49,39J32Pky5cQxQSzLpE56Du,06:00 AM,06:00 AM,208842,2018-07-06,False,0.745,0.537,1,-9.209,0,0.0308,0.0635,0.0016,0.0863,0.496,132.012,4puAp107dCehraE47QXVQX,trap argentino,422425,C.R.O,4
73,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),I,186146,2018-02-16,False,0.778,0.566,2,-6.959,0,0.0311,0.672,0.000197,0.0698,0.479,117.971,4bL2B6hmLlMWnUEZnorEtG,"dance pop,edm,electro house,german dance,pop,tropical house",994642,Felix Jaehn,4
73,2zPcVDSpYNVKQ5c7jR7MXj,summer depression,summer depression,151693,2018-03-03,False,0.691,0.306,9,-15.651,1,0.0544,0.632,0.479,0.108,0.62,129.929,3uwAm6vQy7kWPS2bciKWx9,"bedroom pop,indie pop,norwegian indie,pop",1146460,girl in red,4
46,451cGmEwgrP4FFuFrIkXJf,Somos Amantes,Brava,209493,2018-08-10,False,0.638,0.781,1,-4.998,1,0.111,0.109,5.17e-05,0.283,0.438,167.917,22P1OY4TRFRwhP0q29loQ8,"argentine telepop,latin viral pop,pop argentino",750983,Lali,4
63,4VTTpwcAxVSQNzEZLi75d0,Déjalo,Déjalo,202893,2018-11-30,False,0.743,0.795,11,-5.733,1,0.0732,0.199,0.0,0.0577,0.682,95.003,2ayNSoKPCRAfjp6hQ76hRu,"latin,latin pop,reggaeton,tropical",2604446,Nacho,4
67,3dD9yyYTQ73SZvyOygyKva,High (& Dua Lipa),Fifty Shades Freed (Original Motion Picture Soundtrack),196706,2018-02-09,True,0.708,0.552,10,-5.552,0,0.21,0.0922,0.0,0.0541,0.686,147.834,0vqJkZ0RpLZixt3lTmD8vP,"edm,electropop,indie pop,indie poptimism,indietronica,modern rock,pop,tropical house,vapor soul",179809,Whethan,4
45,7qpyx5qCAd4s1CtYaqjrAs,Mueve El Cucuta,Enfiestadisimo,169677,2018-11-21,False,0.93,0.648,0,-3.99,0,0.0855,0.107,0.00174,0.112,0.933,96.986,5lPewWWLzFoRj13tTLgeF8,cumbia pop,100649,El Apache Ness,4
45,6nR4phy9vGOB0HRnmy1j8u,Quiere Beber,Quiere Beber,189779,2018-08-27,False,0.786,0.703,8,-4.759,1,0.0635,0.0603,3.97e-05,0.288,0.768,99.992,6kPvFQoD8mzPv5IkOV8PUi,,470,DJ Roma Oficial,4
64,00GbPd84bEyYS477RSymJW,Tanta Falta,Tanta Falta,181093,2018-10-10,False,0.856,0.728,7,-3.497,1,0.0916,0.135,1e-06,0.2,0.797,89.999,6w9ToX5slZ4uIdmD17hJ3c,"latin,reggaeton,reggaeton flow,trap latino,tropical",3750215,Bryant Myers,4
44,4GEaeUb0JPS9kiVgevuM5M,Pinto el Calor,Pinto el Calor,162012,2018-11-23,True,0.819,0.674,0,-2.512,1,0.251,0.303,0.0,0.154,0.356,171.983,4YYxffPVDFe9XoqqbRW6Bq,,8556,L-Gante,4
74,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,Camila,226973,2018-01-12,False,0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,4nDoRrQiYLoBzwC5BhVJzF,"dance pop,pop,post-teen pop",16870412,Camila Cabello,4
44,7iaqnavZDzqMgpBSxW36Sf,Me Duele Tu Nombre,Anímate,242573,2018-08-29,False,0.682,0.793,0,-5.22,0,0.0406,0.105,0.0,0.833,0.75,139.995,7dlkBH23ERFXxuNoMHq94Y,,121566,Q' Lokura,4
61,3YURfhPPT7GipmI7pIj0m3,Llorando en la Limo,Avida Dollars,139354,2018-04-20,True,0.792,0.418,9,-8.485,0,0.176,0.0406,5e-06,0.245,0.371,154.998,5TYxZTjIPqKM8K8NuP9woO,trap espanol,928607,C. Tangana,3
48,2DzisFxuoPMtkpOESShoU7,Atrapado,Atrapado,207192,2018-04-10,False,0.79,0.745,6,-3.141,0,0.0333,0.144,0.0,0.0847,0.541,121.942,4C29ETLBPmYKYwtJUepbJz,"argentine hip hop,trap argentino,trap latino",581625,Seven Kayne,4
83,2IRZnDFmlqMuOrYOLnZZyc,Going Bad (feat. Drake),Championships,180522,2018-11-30,True,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003,20sxb77xiYeusSH8cVdatc,"hip hop,philly rap,pop rap,rap,southern hip hop,trap",4176654,Meek Mill,4
76,6GzApXoBQiiAjak3tOQfV3,Lie To Me (feat. Julia Michaels),Lie To Me (feat. Julia Michaels),149877,2018-12-21,False,0.611,0.52,0,-5.445,1,0.0346,0.0132,0.0,0.105,0.771,159.927,5Rl15oVamLq7FbSb0NNBNy,"boy band,dance pop,pop,post-teen pop",6242520,5 Seconds of Summer,4
44,5cH2zkVZikF2sHRF0UAmLD,Amor de Su Cama,Anímate,203755,2018-08-29,False,0.668,0.901,2,-5.799,0,0.048,0.126,0.0,0.444,0.808,149.98,7dlkBH23ERFXxuNoMHq94Y,,121566,Q' Lokura,4
72,7M3HuQRRAm1QD4kftmq0bb,Amour plastique,Amour plastique,227026,2018-09-08,False,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,3rp4f58JlRHkk8hpdLCer1,french indie pop,192681,Videoclub,4
45,2rCURyRhJAKWIplrGfyojs,Puti Short,Dímelo Wacho,178808,2018-12-30,True,0.628,0.826,7,-3.675,1,0.194,0.451,1.72e-06,0.147,0.943,146.914,1qoJTYkRvsRJMTOxnUnpNW,cumbia pop,93384,Papichamp,3
73,6Z7m5DLNPOaPg9T6nXK0rQ,DNA,Love Yourself 結 'Answer',223122,2018-08-24,False,0.599,0.774,1,-4.014,0,0.0541,0.0223,0.0,0.0669,0.696,129.819,3Nrfpe0tUJi4K4DXYWgMUX,"k-pop,k-pop boy group",19678900,BTS,4
44,4dDymyxnJBFV8dr3F5Giq7,Solo Con Verte,Anímate,211722,2018-08-29,False,0.655,0.842,3,-5.668,1,0.0988,0.248,0.0,0.339,0.725,139.964,7dlkBH23ERFXxuNoMHq94Y,,121566,Q' Lokura,4
61,7ad3XBdqiGoGIuJ836YWr5,Cuando El Amor Se Escapa,Balas Perdidas,176121,2018-10-25,False,0.665,0.631,0,-6.365,1,0.0402,0.0225,0.0,0.305,0.581,141.093,5C4PDR4LnhZTbVnKWXuDKD,"colombian pop,latin,latin pop",3179082,Morat,4
70,34A2accnIDPOhkRltN8KJY,Call me,Collection,126250,2018-02-09,False,0.748,0.265,8,-12.074,0,0.229,0.952,0.917,0.0866,0.14,77.009,6OOxsmeDk34xk6Ok3Ap95C,,50617,90sFlav,4
45,2azwoxY0rbAgn1ZeiYGcdK,Lo Que Perdimos,Un Té de Tilo por Favor,207893,2018-11-16,False,0.359,0.346,0,-7.606,1,0.0298,0.234,0.00699,0.131,0.31,176.536,1Y99HOeRzRc27my6NJE3rE,"argentine telepop,cumbia pop,pop argentino",87435,Natalie Perez,3
62,1zZ7vl1amOLI4GE5oUn0YB,BAGDAD - Cap.7: Liturgia,El Mal Querer,182657,2018-11-02,False,0.707,0.36,0,-8.89,0,0.0499,0.737,6.97e-05,0.0977,0.358,80.055,7ltDVBr6mKbRvohxheJ9h1,r&b en espanol,3596062,ROSALÍA,4
45,0yljGoheC8WIvdFx8W7eH9,En el Party,"Ritmo, Vol. 1",219211,2018-12-25,False,0.82,0.857,6,-6.844,0,0.0515,0.323,0.00567,0.0621,0.549,92.013,79IqrR42sN3ALgtibYWsaL,perreo,3705,Rkt,4
58,6JZoOT5MUbshmYtH7CplbL,"Perdón, Perdón",Esto Sí Es Cumbia,181316,2018-06-08,False,0.639,0.508,3,-5.088,1,0.03,0.55,0.0,0.0943,0.73,81.971,0ZCO8oVkMj897cKgFH7fRW,"grupera,gruperas inmortales,nu-cumbia,regional mexican",3250382,Los Angeles Azules,4
73,5cQB9fbuQCz4muQUFkv3rR,Serendipity (Full Length Edition),Love Yourself 結 'Answer',276707,2018-08-24,False,0.347,0.578,8,-7.525,1,0.0626,0.445,0.0,0.231,0.226,86.73,3Nrfpe0tUJi4K4DXYWgMUX,"k-pop,k-pop boy group",19678900,BTS,5
51,7CwxNqAafIALPb0F6Hcs6I,Lo Que Perdimos,Lo Que Perdimos,206718,2018-08-31,False,0.379,0.328,0,-7.923,1,0.0285,0.296,0.01,0.111,0.255,176.473,1Y99HOeRzRc27my6NJE3rE,"argentine telepop,cumbia pop,pop argentino",87435,Natalie Perez,3
47,2wyBWY6rCZXnVZ6H0VADtu,Súper V,BACH,172773,2018-08-03,False,0.753,0.843,10,-5.196,1,0.0397,0.0717,0.00166,0.361,0.738,121.009,0wn2qDKzeFlhjRUtJAwJjp,"argentine alternative rock,argentine indie,latin rock,mexican indie",95812,Bandalos Chinos,4
61,4gPpYLervKt4cXmhUjpYLj,T.T.I.,T.T.I.,154093,2018-09-21,False,0.764,0.701,6,-5.929,0,0.182,0.312,0.0,0.0852,0.78,94.924,1mcTU81TzQhprhouKaTkpq,latin,1322512,Rauw Alejandro,4
73,0kHyKhJMukHEPfeh8s7rdM,Born To Be Yours,Born To Be Yours,193320,2018-06-15,False,0.688,0.688,3,-5.84,1,0.0357,0.3,0.0,0.0982,0.451,114.011,23fqKkggKUBHNkbKtXEls4,"edm,pop,tropical house",6433870,Kygo,4
56,6KNFaiuhKUfEdujbGnV8K1,We Are Young - Acoustic Version,We Are Young (Acoustic Version),180643,2018-10-05,False,0.535,0.194,7,-10.469,1,0.0323,0.894,0.0,0.125,0.15,78.001,38SWPOPO1YqxUPnT4AAoID,"acoustic pop,viral pop",53125,The Mayries,4
53,1Zp8XSbefYsnE1ulJWyvpO,Vete,Caminarás Caminos,185293,2018-05-24,False,0.822,0.54,8,-6.629,1,0.056,0.38,0.0,0.0685,0.754,90.002,1aw0Cdl1DIrtUrUA6fGbAR,"argentine reggae,argentine rock,latin alternative,rock en espanol",1758185,Dread Mar I,4
69,6k2evQXcf7n9Lbc7V5XkOX,Rompelo,Rompelo,164223,2018-10-17,True,0.891,0.815,7,-6.326,1,0.116,0.0328,4.44e-06,0.293,0.838,94.982,6Ez7LiWGLxUAl9Gso9zEDs,perreo,15678,DJ Pedro Fuentes,4
43,15JS4a3Bl5gt5t4ZwN3to1,Amigo,Amigo,178043,2018-11-22,False,0.769,0.579,1,-6.254,0,0.0341,0.385,0.0,0.103,0.423,114.991,3VXO1oeglLl21INJRGtOM9,,568,Venados,4
47,1l44SjqWN8MpmaOHjAFUvj,Como Olvidarme,Como Olvidarme,217775,2018-07-27,False,0.684,0.905,8,-5.089,0,0.0701,0.412,4.57e-05,0.107,0.796,82.997,2to8xMgnoxHCXPF7eWJPvg,"cumbia paraguaya,cumbia pop,cumbia villera",184802,Nestor En Bloque,4
47,0fYU3OQyRaPqYLSGjRaBVz,Porque Yo Te Amo,Porque Yo Te Amo,188270,2018-06-15,False,0.43,0.949,2,-4.37,0,0.101,0.0181,0.0,0.145,0.75,158.045,2wS81cKRYsRGi5Q7ykFQR2,chilean rock,2975,Santropia,4
44,1nQlUJ3XYm1UAm1LneFj6z,Mia,Mia,217352,2018-10-10,False,0.776,0.745,11,-3.568,0,0.0611,0.314,0.0,0.053,0.859,96.899,7krUxybhp1bUwFBxpOtmZb,"cumbia pop,cumbia villera",73158,La Kuppe,4
74,6l0Ky2PycJV1Bz88kFeVGL,Capital Letters,Fifty Shades Freed (Original Motion Picture Soundtrack),219373,2018-02-09,False,0.661,0.814,0,-5.529,1,0.0759,0.0337,8.27e-06,0.0518,0.459,99.963,5p7f24Rk5HkUZsaS3BLG5F,"dance pop,pop,post-teen pop",5805106,Hailee Steinfeld,4
44,1V6Ilbz2zNnodpEdVyhq2i,Sale Gira,Enfiestadisimo,202243,2018-11-21,False,0.872,0.879,4,-3.328,1,0.0749,0.0782,0.00842,0.21,0.866,100.027,5lPewWWLzFoRj13tTLgeF8,cumbia pop,100649,El Apache Ness,4
45,13HpPm50x0EaZJSqFnHPkq,Vuelvo Contigo (Alex Dover Remix),Vuelvo Contigo (Alex Dover Remix),230388,2018-11-05,False,0.744,0.916,10,-3.551,1,0.0584,0.0253,3.94e-06,0.129,0.779,103.005,09QoQi6E7GP5AePICzRcZe,cumbia pop,31258,Chule Von Wernich,4
66,2vvdTrdryjsl8DmPIMDWZU,EL BAÑO (feat. Bad Bunny),EL BAÑO (feat. Bad Bunny),228138,2018-01-12,False,0.719,0.842,6,-3.562,0,0.0383,0.132,0.0,0.105,0.534,90.017,7qG3b048QCHVRO5Pv1T5lw,"dance pop,latin,latin pop,mexican pop,pop,tropical",9371453,Enrique Iglesias,4
49,5HFOgL611IRiarTnoKyP4C,Respirar,Quiero Volver,184973,2018-10-12,False,0.587,0.689,0,-5.932,1,0.385,0.127,0.0,0.0576,0.331,185.843,7vXDAI8JwjW531ouMGbfcp,"latin pop,pop argentino",1455636,TINI,4
77,0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,Wake Up in the Sky,204664,2018-09-14,True,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,13y7CgLHjMVRMDqxdx0Xdo,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",3276266,Gucci Mane,4
49,6UHdg9qRfVDRKUZ8fjRnPM,Cuando Te Enamores,A Un Milímetro De Ti Y Cada Vez Más Cerca (Edición Deluxe),212505,2018-10-18,False,0.488,0.726,0,-4.952,1,0.0389,0.179,0.0,0.0739,0.401,139.777,1dbp04JzZ81JXlMGupCnJ8,spanish pop,369848,Antonio José,4
52,1BHcGZKJIv8fr6V2DbM52l,La Guitarra - MTV Unplugged,Fiesta Nacional (Mtv Unplugged),242624,2018-10-05,False,0.628,0.915,9,-6.763,1,0.164,0.12,0.0,0.78,0.96,135.981,3HrbmsYpKjWH1lzhad7alj,"argentine rock,cuarteto,latin alternative,latin rock,rock en espanol,ska argentino",1157188,Los Auténticos Decadentes,4
72,6Tvzf3VEi16JMhAgOwdt2y,Birds,Origins (Deluxe),219440,2018-11-09,False,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-06,0.145,0.35,119.997,53XhwfbYqKCa1cC15pYq2q,"modern rock,rock",27642174,Imagine Dragons,4
43,0MkVMRIAidLA3j4TjCOcFe,Ya No Siento Nada,Asi Te Pega,264881,2018-09-04,False,0.68,0.731,0,-6.71,0,0.0326,0.17,0.0,0.533,0.674,129.977,1pmmkE3BIdh9pxHecU09Oo,cuarteto,67327,La banda de Carlitos,4
64,6suU8oBlW4O2pg88tOXgHo,Under Pressure - Remastered,Bohemian Rhapsody (The Original Soundtrack),244484,2018-10-19,False,0.672,0.699,2,-7.831,1,0.0475,0.395,0.0,0.094,0.46,113.737,1dfeR4HaWDbWqFHLkxsg1d,"glam rock,rock",26579297,Queen,4
76,4S8d14HvHb70ImctNgVzQQ,I Love It (& Lil Pump),I Love It,127946,2018-09-07,True,0.901,0.522,2,-8.304,1,0.33,0.0114,0.0,0.259,0.329,104.053,5K4W6rqBFWDnAN6FQUkS6x,"chicago rap,rap",11843791,Kanye West,4
68,01vv2AjxgP4uUyb8waYO5Y,Morph,Trench,258853,2018-10-05,False,0.734,0.607,8,-7.249,0,0.0806,0.0747,0.000577,0.0968,0.518,90.023,3YQKmKGau1PzlVlkL1iodx,"modern rock,rock",17217947,Twenty One Pilots,4
75,59IUUAdjVbmq80Nkc3Q9Dx,Falling (blackbear Remix),Falling (blackbear Remix),171968,2018-12-14,False,0.803,0.485,1,-6.491,1,0.0365,0.121,0.0,0.092,0.422,127.01,7uaIm6Pw7xplS8Dy06V6pT,"alternative r&b,melodic rap,pop rap",367359,Trevor Daniel,4
44,5zJzgONXbPepKOCkeHuwL1,Suena mi bajo cumbiero,Difusion 2,231563,2018-01-05,False,0.734,0.639,9,-4.946,0,0.291,0.166,0.0,0.048,0.941,47.151,5RDHCtwFu9tGeKqTdtd7LM,"cumbia pop,cumbia villera",19814,Papacho Mc Caco,4
76,20MuVazoNMv6xjKPnRFOxG,WAKE UP,ASTROWORLD,231963,2018-08-03,True,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,0Y5tJX1MQlPlqiwlOH1tJY,rap,10435596,Travis Scott,4
68,6TDtGJSk3MDTnM6nTDu5Zu,Rucón,Eclipse,168560,2018-05-30,True,0.863,0.59,1,-8.768,1,0.5,0.0196,0.0,0.093,0.579,161.98,4QFG9KrGWEbr6hNA58CAqE,"mexican hip hop,perreo,trap mexicano",1910201,Aleman,4
63,6Am82YdURCRXRvoVUObzzG,Love Of My Life - Live At Rock In Rio,Bohemian Rhapsody (The Original Soundtrack),268703,2018-10-19,False,0.228,0.563,2,-11.962,1,0.0953,0.807,8.63e-06,0.809,0.0713,111.7,1dfeR4HaWDbWqFHLkxsg1d,"glam rock,rock",26579297,Queen,5
52,5TEvUR5POAsVgWAhZMGKUh,"Lluvia de Fondo para Dormir, Pt. 03",Sonido de Lluvia para Dormir,78576,2018-12-03,False,0.223,0.902,1,-27.854,1,0.0601,0.143,0.985,0.825,0.00998,112.33,0qxiHjDHTVwI9Q1pcU5jxQ,musica de fondo,1920,Lluvia del Bosque,3
49,51HkL4KTXSZclpYSgem2fS,Amarte,C.R.O - MDBCrew Vol 1,166835,2018-05-01,False,0.807,0.301,0,-14.863,1,0.0758,0.804,0.0606,0.162,0.532,129.989,4puAp107dCehraE47QXVQX,trap argentino,422425,C.R.O,4
45,6d2nodxIYhwtGKrWsRWCY1,Gordo Rata - En Vivo,Gordo Rata (En Vivo),220464,2018-10-05,False,0.621,0.832,5,-4.911,0,0.0607,0.277,0.0,0.795,0.921,89.726,1AvkrI2S7knrbaZxydvc9B,cumbia villera,196295,Mala Fama,4
52,2axmxXWKBu2zEa1d8hrQVD,La Suerte,La Suerte,247080,2018-05-18,False,0.687,0.614,2,-6.269,1,0.046,0.431,1.08e-05,0.225,0.713,90.048,1aw0Cdl1DIrtUrUA6fGbAR,"argentine reggae,argentine rock,latin alternative,rock en espanol",1758185,Dread Mar I,4
77,55S2PQgSMYAhgoTCcGCDfw,Youngblood,Youngblood,203417,2018-04-12,False,0.596,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,5Rl15oVamLq7FbSb0NNBNy,"boy band,dance pop,pop,post-teen pop",6242520,5 Seconds of Summer,4
46,5u1NGeXRIloXHZHxa11FKR,Hidro,Antezana 247 (Deluxe Edition),164713,2018-11-11,False,0.758,0.765,9,-5.641,1,0.296,0.19,0.0,0.578,0.421,141.936,2qWK8K2Jfh67UqtwY8tCW6,"argentine hip hop,trap argentino",406120,Ysy A,4
60,1KNh15LwN8TCpgPXV4oVpZ,La Locura Automática,La Locura Automática,246517,2018-05-09,False,0.787,0.87,9,-1.921,0,0.107,0.378,2.02e-06,0.208,0.79,91.992,5WTJgmKTxGTi6N9KpGH9Yr,"latin pop,puerto rican rock,reggae en espanol",55115,La Secta AllStar,4
76,6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,ASTROWORLD,218283,2018-08-03,True,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,0Y5tJX1MQlPlqiwlOH1tJY,rap,10435596,Travis Scott,4
82,1Knctxx9vGZxpZfF66BIEa,Legends,Legends,191840,2018-06-22,True,0.594,0.798,4,-5.244,1,0.0844,0.115,0.0,0.143,0.381,142.049,4MCBfE4596Uoi2O4DtmEMz,"chicago rap,melodic rap",10184149,Juice WRLD,4
44,2ogE1VCReg5cxqkw7wLhxP,El Niño,Sonido Subtropical,281861,2018-06-08,False,0.696,0.753,1,-2.437,0,0.0462,0.347,0.0,0.199,0.694,92.958,3tzacGOmngxUV8W8lU9h3Q,cumbia,70204,La Delio Valdez,4
52,5egiiQYWp19Mda1TA4J4FR,Hot Butter,La Sandunguera,238373,2018-04-06,False,0.567,0.202,1,-10.824,1,0.395,0.39,4.31e-06,0.226,0.399,72.458,3VHAySZQPlfGlNLslzXYpN,"r&b en espanol,rap latina",212396,Nathy Peluso,4
44,116kLkGTeW3cUY4m0igpGZ,El Adivino (En Vivo Estadio River Plate),El Adivino (En Vivo Estadio River Plate),207692,2018-04-27,False,0.508,0.554,4,-7.892,1,0.0271,0.164,0.0,0.65,0.441,79.996,6HTUcOExehqydqa7C3usAa,"argentine rock,argentine telepop,folklore argentino,pop argentino,rock en espanol",2202183,Abel Pintos,4
72,0yB4jrSwN0bFtFRDR5vyMj,Love Shot,LOVE SHOT– The 5th Album Repackage,200306,2018-12-13,False,0.689,0.678,5,-4.287,0,0.119,0.0702,0.0,0.0889,0.335,145.883,3cjEqqelV9zb4BYE3qDQ4O,"k-pop,k-pop boy group",5860416,EXO,4
69,6uzGmmQ4CuG9HvZktEy0LF,Qué Bonito Es Querer,La Cruz Del Mapa,270187,2018-12-07,False,0.609,0.718,11,-7.177,1,0.045,0.6,0.0,0.082,0.426,93.94,7qAoXV4U0qDxQAUqhszjAA,"carnaval cadiz,latin pop,spanish pop",1381668,Manuel Carrasco,4
61,00yK9fIjWQfF5g70TK9vdj,"Adiós Amor - Recorded at Panoram Studios, Mexico",Spotify Singles,202867,2018-10-03,False,0.505,0.438,6,-7.433,1,0.0299,0.656,0.0,0.118,0.205,90.146,5xd2Tg7Zo8755eCy8Gxkp8,"latin,latin arena pop,latin pop,mexican pop",4245111,Ha*Ash,4
57,4fHJwyR7JILiSAbLyXcrKx,Don't Wanna Know - Acoustic Version,#Acoustic,183472,2018-03-30,False,0.438,0.448,1,-7.676,1,0.0666,0.706,0.0,0.159,0.366,118.37,38SWPOPO1YqxUPnT4AAoID,"acoustic pop,viral pop",53125,The Mayries,5
58,5mkQxOnWHawZ6EOp9NEeCV,Me Llama Todavia - Remix,Euphoria,341710,2018-04-06,True,0.774,0.802,6,-3.505,1,0.0737,0.0499,0.0,0.0895,0.882,163.901,6HqgxkTt9KGyt27zYrwVan,"latin,reggaeton,reggaeton flow",166799,Super Yei,4
59,7iSes74ifLt0Ldk0pL3n7k,La solución (feat. Carlos Rivera),Hazte sentir más,233800,2018-03-16,False,0.617,0.466,1,-5.223,1,0.0356,0.828,0.0,0.132,0.344,125.967,2e4nwiX8ZCU09LGLOpeqTH,"europop,italian pop,latin,latin arena pop,latin pop,mexican pop,spanish pop",1468541,Laura Pausini,4
75,0STK94RxUulYqWzwFlyAb5,Sober,Sober,197893,2018-06-21,False,0.397,0.303,1,-10.413,1,0.11,0.798,4.16e-06,0.0824,0.17,170.22,6S2OmqARrzebs0tKUEyXyp,"dance pop,pop,post-teen pop",17376203,Demi Lovato,3
63,6PniMs08lEakpuRp2nsMGv,Asesina - Original mix,Asesina,187254,2018-05-01,False,0.835,0.703,10,-4.177,0,0.231,0.56,0.0,0.144,0.502,94.211,00XhexlJEXQstHimpZN910,"latin,reggaeton,reggaeton flow,trap latino,tropical",2515090,Brytiago,4
49,0R6qw2p9GqloYRa5bqnKxk,Ruinas,C.R.O - ROCK,150230,2018-06-01,False,0.528,0.292,1,-15.297,0,0.0415,0.985,0.0546,0.098,0.389,170.531,4puAp107dCehraE47QXVQX,trap argentino,422425,C.R.O,4
72,7L8hkKW4hnemNfuOfEZcle,Epiphany,Love Yourself 結 'Answer',240361,2018-08-24,False,0.509,0.558,2,-6.369,0,0.0276,0.29,0.0,0.131,0.327,135.879,3Nrfpe0tUJi4K4DXYWgMUX,"k-pop,k-pop boy group",19678900,BTS,4
65,0NKoPGc72yUKTIneVhFfg1,Mocca,Mocca,200293,2018-04-27,False,0.786,0.695,1,-5.343,0,0.353,0.185,0.0,0.123,0.591,97.957,1GAymyGBvB4gQy5Z5LZ1Wj,"colombian hip hop,latin,latin pop,reggaeton",739981,Lalo Ebratt,4
58,1AKP5JySgNsr2Y04z1yGHJ,"Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) - Remix","Mujeres (Mozart La Para, Justin Quiles, Farruko, Jowell & Randy) [Remix]",236200,2018-10-19,False,0.81,0.757,1,-5.352,0,0.0599,0.0391,0.000384,0.346,0.72,100.002,0odliLZMTk45CEVzF3Zocl,"dembow,dominican pop,rap dominicano",242713,Mozart La Para,4
65,42ArfZUgGo3k5btIHp08it,Not Steady,Not Steady,190784,2018-09-21,True,0.876,0.444,8,-10.904,0,0.303,0.207,0.000827,0.105,0.339,92.011,7rOlQwf8OuFLFQp4aydjBt,"latin pop,reggaeton chileno,trap chileno",736678,Paloma Mami,4
66,5yH8pYxNckOU1cxfPsMIaz,Agora é Tudo Meu,Agora é Tudo Meu,171998,2018-12-07,False,0.848,0.933,5,-3.306,0,0.106,0.7,2.81e-06,0.184,0.506,139.998,6xlRSRMLgZbsSNd0BMobwy,"baile pop,brazilian edm,funk carioca,funk das antigas",1607550,Dennis DJ,4
58,52zLWUiM0kyUPTokyAsOW7,Let M3 Xplain,Let M3 Xplain,211217,2018-07-25,True,0.885,0.574,11,-7.719,1,0.435,0.171,0.0,0.0675,0.553,149.952,0VZrPa7mWAYXH4CwmYk8Km,trap espanol,1260928,Kidd Keo,4
77,6n4U3TlzUGhdSFbUUhTvLP,Walk It Talk It,Culture II,276147,2018-01-26,True,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,6oMuImdp5ZcFhWP0ESe6mG,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap",10473685,Migos,4
79,129ldjjvnFfA7Ygc8ktYnh,Soft Brown Noise,Sleep Over the Ocean,160002,2018-11-15,False,0.0,0.00148,5,-31.839,1,0.0,0.394,1.0,0.111,0.0,0.0,3T9Rn6sxhCylmpTyWCuu1f,,264,High Altitude Samples,0
69,56bHclo7YNvpujMveLElQn,Forever Young,SQUARE UP,237076,2018-06-15,False,0.6,0.96,4,-1.807,1,0.095,0.0426,0.0,0.0882,0.503,109.863,41MozSoPIsD1dJM0CLPjZF,"k-pop,k-pop girl group",12575423,BLACKPINK,4
