geonames_id,lat,lat-lon,lon,place_name
3838609.0,-35.84786,"-35.84786,-63.29276",-63.29276,Roosevelt
3427504.0,-34.52353,"-34.52353,-58.47439",-58.47439,Partido de Vicente López
3432310.0,-34.49842,"-34.49842,-58.48804",-58.48804,La Lucila
3431259.0,-34.85949,"-34.85949,-58.38759",-58.38759,Longchamps
3435894.0,-34.82584,"-34.82584,-58.39502",-58.39502,Burzaco
3428075.0,-34.60379,"-34.60379,-58.5461",-58.5461,Santos Lugares
3430105.0,-27.31676,"-27.31676,-58.57197",-58.57197,Paso de la Patria
3433844.0,-34.41826,"-34.41826,-58.73932",-58.73932,Garín
3429153.0,-34.62212,"-34.62212,-58.39766",-58.39766,San Cristóbal
3833874.0,-36.0,"-36,-62.66667",-62.66667,Partido de Trenque Lauquen
3431309.0,-35.25,"-35.25,-59.16667",-59.16667,Partido de Lobos
3860163.0,-37.5,"-37.5,-61.83333",-61.83333,Partido de Coronel Suárez
3435710.0,-35.08333,"-35.08333,-58.75",-58.75,Partido de Canuelas
3833883.0,-43.24895,"-43.24895,-65.30505",-65.30505,Trelew
3427528.0,-34.63144,"-34.63144,-58.49261",-58.49261,Vélez Sarsfield
3839479.0,-31.25033,"-31.25033,-61.4867",-61.4867,Rafaela
3839482.0,-45.92462,"-45.92462,-67.55424",-67.55424,Rada Tilly
3427510.0,-34.62749,"-34.62749,-58.51504",-58.51504,Versailles
3427455.0,-34.60057,"-34.60057,-58.48871",-58.48871,Villa del Parque
3430146.0,-31.66667,"-31.66667,-60",-60.0,Departamento de Paraná
3430596.0,-34.61667,"-34.61667,-58.5",-58.5,Monte Castro
3435379.0,-34.87459,"-34.87459,-58.05774",-58.05774,City Bell
3429576.0,-34.58333,"-34.58333,-58.38333",-58.38333,Retiro
3430442.0,-38.25,"-38.25,-59.25",-59.25,Partido de Necochea
3843843.0,-38.9825,"-38.9825,-61.29472",-61.29472,Monte Hermoso
3430114.0,-34.6382,"-34.6382,-58.40139",-58.40139,Parque Patricios
3852288.0,-40.25,"-40.25,-71.2",-71.2,Departamento de Lácar
6693229.0,-34.60502,"-34.60502,-58.37607",-58.37607,San Nicolas
3427478.0,-34.52975,"-34.52975,-58.5476",-58.5476,Villa Adelina
6693230.0,-34.61082,"-34.61082,-58.481",-58.481,Villa Santa Rita
3433782.0,-38.0,"-38,-57.75",-57.75,Partido de General Pueyrredón
3436309.0,-27.91667,"-27.91667,-55.75",-55.75,Departamento de Apóstoles
3429604.0,-34.79591,"-34.79591,-58.1977",-58.1977,Ranelagh
3834652.0,-31.35601,"-31.35601,-64.59202",-64.59202,Tanti
6942842.0,-31.28182,"-31.28182,-61.41092",-61.41092,Bella Italia
3427411.0,-34.5835,"-34.5835,-58.56727",-58.56727,Villa Libertad
3434003.0,-34.81917,"-34.81917,-58.46583",-58.46583,Partido de Esteban Echeverría
3832260.0,-26.81667,"-26.81667,-65.31667",-65.31667,Yerba Buena
3860255.0,-32.0,"-32,-64",-64.0,Córdoba Province
3430544.0,-34.65139,"-34.65139,-58.62194",-58.62194,Partido de Morón
3429244.0,-34.66692,"-34.66692,-58.70097",-58.70097,San Antonio de Padua
3430513.0,-34.55622,"-34.55622,-58.70739",-58.70739,Muñiz
3835994.0,-36.61667,"-36.61667,-64.28333",-64.28333,Santa Rosa
3837675.0,-31.42797,"-31.42797,-62.08266",-62.08266,San Francisco
3833857.0,-38.5,"-38.5,-60.25",-60.25,Partido de Tres Arroyos
3429577.0,-27.46056,"-27.46056,-58.98389",-58.98389,Resistencia
3832734.0,-31.97828,"-31.97828,-64.55627",-64.55627,Villa General Belgrano
3832749.0,-28.56667,"-28.56667,-64.55",-64.55,Villa Elvira
3435719.0,-34.87835,"-34.87835,-58.51054",-58.51054,Canning
3429582.0,-34.72492,"-34.72492,-58.38255",-58.38255,Remedios de Escalada
3431270.0,-34.75,"-34.75,-58.41667",-58.41667,Partido de Lomas de Zamora
3427958.0,-37.95269,"-37.95269,-57.77161",-57.77161,Sierra de los Padres
3430272.0,-37.12522,"-37.12522,-56.88352",-56.88352,Ostende
3864887.0,-38.8568,"-38.8568,-60.07333",-60.07333,Balneario Claromecó
3854895.0,-32.85683,"-32.85683,-60.71754",-60.71754,Granadero Baigorria
3855302.0,-32.91568,"-32.91568,-60.80995",-60.80995,Funes
3832932.0,-32.66667,"-32.66667,-60.33333",-60.33333,Departamento de Victoria
3433975.0,-34.84787,"-34.84787,-58.52869",-58.52869,José María Ezeiza
3433908.0,-34.53258,"-34.53258,-58.49078",-58.49078,Florida
3428373.0,-37.83333,"-37.83333,-57.5",-57.5,Santa Clara del Mar
3429308.0,-34.5,"-34.5,-59.5",-59.5,Partido de San Andrés de Giles
3862325.0,-31.16667,"-31.16667,-61.66667",-61.66667,Departamento de Castellanos
3433800.0,-37.25,"-37.25,-57.25",-57.25,Partido de General Madariaga
3851072.0,-31.00919,"-31.00919,-64.26869",-64.26869,La Granja
3429053.0,-34.78333,"-34.78333,-58.31667",-58.31667,San Francisco Solano
3428050.0,-34.68324,"-34.68324,-58.35117",-58.35117,Sarandí
3427406.0,-34.65946,"-34.65946,-58.58332",-58.58332,Villa Luzuriaga
3436227.0,-34.66667,"-34.66667,-58.33333",-58.33333,Partido de Avellaneda
3427326.0,-34.69467,"-34.69467,-58.31287",-58.31287,Wilde
3427447.0,-34.68953,"-34.68953,-58.31963",-58.31963,Villa Domínico
3430696.0,-34.66583,"-34.66583,-58.72828",-58.72828,Partido de Merlo
3427655.0,-34.59987,"-34.59987,-58.56606",-58.56606,Partido de Tres de Febrero
3836873.0,-26.82414,"-26.82414,-65.2226",-65.2226,San Miguel de Tucumán
3834814.0,-26.85275,"-26.85275,-65.70983",-65.70983,Tafí del Valle
3430339.0,-27.55,"-27.55,-55.08333",-55.08333,Departamento de Oberá
3430786.0,-34.75,"-34.75,-58.58333",-58.58333,Partido de La Matanza
3430866.0,-36.72427,"-36.72427,-56.67709",-56.67709,Mar de Ajó
3430862.0,-38.34288,"-38.34288,-57.9908",-57.9908,Mar del Sur
3430291.0,-34.60923,"-34.60923,-58.40808",-58.40808,Once
3836668.0,-35.0,"-35,-68.83333",-68.83333,Departamento de San Rafael
3861056.0,-38.93392,"-38.93392,-67.99032",-67.99032,Cipolletti
3838231.0,-24.75806,"-24.75806,-65.43457",-65.43457,Salta Province
3435643.0,-34.33333,"-34.33333,-59.83333",-59.83333,Partido de Carmen de Areco
3847770.0,-32.81642,"-32.81642,-64.75209",-64.75209,Las Tapias
3845710.0,-30.51963,"-30.51963,-64.25328",-64.25328,Los Pozos
3837989.0,-31.47949,"-31.47949,-64.53042",-64.53042,San Antonio de Arredondo
3835943.0,-32.06905,"-32.06905,-64.53631",-64.53631,Santa Rosa de Calamuchita
3428123.0,-36.54131,"-36.54131,-56.70105",-56.70105,Santa Teresita
3832711.0,-40.76173,"-40.76173,-71.64631",-71.64631,Villa La Angostura
3433522.0,-34.5904,"-34.5904,-58.62904",-58.62904,Hurlingham
3844424.0,-31.26738,"-31.26738,-64.30087",-64.30087,Mendiolaza
3838902.0,-31.16486,"-31.16486,-64.32241",-64.32241,Río Ceballos
3832509.0,-33.01667,"-33.01667,-68.88333",-68.88333,Vistalba
3429692.0,-35.27769,"-35.27769,-57.24188",-57.24188,Punta Indio
3430116.0,-34.63413,"-34.63413,-58.44322",-58.44322,Parque Chacabuco
3866959.0,-33.17538,"-33.17538,-64.99331",-64.99331,Achiras
3851331.0,-31.08841,"-31.08841,-64.48987",-64.48987,La Falda
3432134.0,-34.66667,"-34.66667,-58.41667",-58.41667,Partido de Lanús
3429449.0,-35.44512,"-35.44512,-59.41064",-59.41064,Partido de Roque Pérez
3837152.0,-31.0,"-31,-69",-69.0,San Juan Province
3832631.0,-32.1879,"-32.1879,-64.48027",-64.48027,Villa Rumipal
3834251.0,-31.55574,"-31.55574,-64.00947",-64.00947,Toledo
3854963.0,-32.93333,"-32.93333,-68.86667",-68.86667,Departamento de Godoy Cruz
3432308.0,-36.66667,"-36.66667,-56.66667",-56.66667,Lucila del Mar
3430867.0,-34.83333,"-34.83333,-58.83333",-58.83333,Partido de Marcos Paz
6942539.0,-36.63764,"-36.63764,-56.68705",-56.68705,Aguas Verdes
3859965.0,-31.24508,"-31.24508,-64.46563",-64.46563,Cosquín
3832769.0,-32.17667,"-32.17667,-64.45543",-64.45543,Villa del Dique
3852374.0,-31.34377,"-31.34377,-64.33529",-64.33529,La Calera
3844419.0,-34.5,"-34.5,-68.5",-68.5,Mendoza Province
3833358.0,-32.59188,"-32.59188,-69.3448",-69.3448,Uspallata
3845244.0,-33.0,"-33,-68.58333",-68.58333,Departamento de Maipú
3838294.0,-31.30262,"-31.30262,-64.307",-64.307,Saldán
3851798.0,-30.98201,"-30.98201,-64.49139",-64.49139,La Cumbre
3848352.0,-32.5,"-32.5,-69.5",-69.5,Departamento de Las Heras
3836982.0,-32.8373,"-32.8373,-68.24922",-68.24922,Departamento de San Martín
3860705.0,-31.23639,"-31.23639,-64.06858",-64.06858,Colonia Tirolesa
3433881.0,-34.63311,"-34.63311,-58.85758",-58.85758,Francisco Álvarez
3435024.0,-34.70189,"-34.70189,-58.29268",-58.29268,Don Bosco
3433770.0,-34.68713,"-34.68713,-58.3868",-58.3868,Gerli
3833675.0,-43.0858,"-43.0858,-71.46386",-71.46386,Trevelin
3435186.0,-28.9869,"-28.9869,-58.98777",-58.98777,Crucecita
3430668.0,-38.27161,"-38.27161,-57.8389",-57.8389,Miramar
3843007.0,-31.79765,"-31.79765,-65.00312",-65.00312,Nono
3436124.0,-27.48132,"-27.48132,-58.93925",-58.93925,Barranqueras
3431266.0,-35.27369,"-35.27369,-58.40378",-58.40378,Loma Verde
3429933.0,-34.78401,"-34.78401,-58.16105",-58.16105,Plátanos
3838638.0,-32.89846,"-32.89846,-60.90681",-60.90681,Roldán
3845180.0,-36.25,"-36.25,-69.25",-69.25,Departamento de Malargüe
3427581.0,-35.12389,"-35.12389,-58.8921",-58.8921,Uribelarrea
6942538.0,-36.61122,"-36.61122,-56.69327",-56.69327,Costa del Este
3433798.0,-34.83333,"-34.83333,-59",-59.0,Partido de General Las Heras
3855105.0,-33.11174,"-33.11174,-60.56421",-60.56421,General Lagos
3860217.0,-31.97263,"-31.97263,-60.91983",-60.91983,Coronda
3434509.0,-34.54167,"-34.54167,-58.61528",-58.61528,El Palomar
